name,birth_date,country_code,discipline
KIRBY Fran,,GBR,
KIRCHMANN Leah,1990/6/30,CAN,Cycling Road
KIRIAKE Teruko,1996/11/6,JPN,Canoe Sprint
KIRISHITA Yoshiki,1998/12/27,JPN,Hockey
KIRKHAM Shaun,1992/7/24,NZL,Rowing
KIRKPATRICK James Alexander Paget,1991/3/29,CAN,Hockey
KIRPICHNIKOVA Anastasiia,2000/6/24,ROC,Marathon Swimming
KIRPICHNIKOVA Anastasiia,2000/6/24,ROC,Swimming
KIRPU Erika,1992/6/22,EST,Fencing
KIRSANOVA Viktoria,1998/10/29,ROC,Cycling Mountain Bike
KIRSHE Kristi,1994/10/14,USA,Rugby Sevens
KIRUI Purity,1991/8/13,KEN,Athletics
KIRYAKOVA Stefani,2001/1/5,BUL,Rhythmic Gymnastics
KIRYU Yoshihide,1995/12/15,JPN,Athletics
KISFALUDY Anett,1990/8/31,HUN,Handball
KISHI Daiki,1994/9/22,JPN,Trampoline Gymnastics
KISHIMOTO Niina,1995/11/30,JPN,Triathlon
KISIL Yuri,1995/9/18,CAN,Swimming
KISS Nikoletta,1996/7/23,HUN,Handball
KISSA Stephen,1995/12/1,UGA,Athletics
KISTOHURRY Samuel,1995/2/1,FRA,Boxing
KIT Kristen,1988/8/18,CAN,Rowing
KIT Tetyana,1994/9/1,UKR,Wrestling
KITA Sumire,2001/1/11,JPN,Rhythmic Gymnastics
KITAGUCHI Haruka,1998/3/16,JPN,Athletics
KITAHARA Hiroyuki,1971/9/13,JPN,Equestrian
KITAJIMA Ryuzo,1985/10/23,JPN,Equestrian
KITAMURA Nanami,1999/11/25,JPN,Football
KITATA Shura,1996/6/9,ETH,Athletics
KITAZATO Kenji,,JPN,
KITAZONO Takeru,,JPN,
KITITHARAKUL Jongkolphan,1993/3/1,THA,Badminton
KITTEL Patrik,1976/6/10,SWE,Equestrian
KITTS Wesley Brian,1990/5/22,USA,Weightlifting
KITWANITSATHIAN Chutikan,1998/10/9,THA,Cycling BMX Racing
KIVIOJA Kaidi,1993/2/23,EST,Triathlon
KIVLEHAN Patrick,1989/12/22,USA,Baseball/Softball
KIYANI CHANDEH Nahid,1998/8/1,IRI,Taekwondo
KIYENG Hyvin,1992/1/13,KEN,Athletics
KIYOHARA Nayu,1991/5/1,JPN,Baseball/Softball
KIYUNA Ryo,1990/7/12,JPN,Karate
KJAER Emil,1999/12/20,DEN,Athletics
KLAMER Rachel,1990/10/8,NED,Triathlon
KLAMMERT David,1994/4/9,CZE,Judo
KLAVER Lieke,1998/8/20,NED,Athletics
KLECKER Joe,1996/11/16,USA,Athletics
KLEIBRINK Benjamin,,GER,
KLEIN Hanna,1993/4/6,GER,Athletics
KLEIN Lisa,1996/7/15,GER,Cycling Road
KLEIN Lisa,1996/7/15,GER,Cycling Track
KLEIN Luis,1999/1/6,GER,Fencing
KLEIN Lukas,1998/3/22,SVK,Tennis
KLESHCHENKO Evgeny,1992/1/16,ROC,Cycling BMX Racing
KLEVANOVICH Elizaveta,2001/3/22,ROC,Swimming
KLIKOVAC Andrea,1991/5/5,MNE,Handball
KLIMKAIT Jessica,1996/12/31,CAN,Judo
KLIMOVA Diana,1996/10/8,ROC,Cycling Track
KLIMOVICH Tatsiana,1995/1/19,BLR,Rowing
KLINEMAN Alix,1989/12/30,USA,Beach Volleyball
KLINGLER Petra,1992/2/14,SUI,Sport Climbing
KLISHINA Darya,1991/1/15,ROC,Athletics
KLIUKA Egor,1995/6/15,ROC,Volleyball
KLOSTER Line,1990/2/27,NOR,Athletics
KLOSTERHALFEN Konstanze,1997/2/18,GER,Athletics
KLUGE Roger,1986/2/5,GER,Cycling Track
KLUJBER Katrin Gitta,1999/4/21,HUN,Handball
KLUVER FERREIRA Felipe,2000/6/7,URU,Rowing
KLYMETS Iryna,1994/10/4,UKR,Athletics
KLYMYUK Kateryna,1995/6/2,UKR,Athletics
KNAB Ruben,1988/2/19,NED,Rowing
KNABL Alois,1992/5/16,AUT,Triathlon
KNAPIK-MIAZGA Renata,1988/7/15,POL,Fencing
KNEISKY Morgan,1987/8/31,FRA,Cycling Track
KNEWSTUBB Andrew,1995/9/14,NZL,Rugby Sevens
KNIBB Taylor,1998/2/14,USA,Triathlon
KNIGHT Jessie,1994/6/15,GBR,Athletics
KNIGHT Josie,1997/3/29,GBR,Cycling Track
KNIGHT Justyn,1996/7/19,CAN,Athletics
KNIGHTON Erriyon,2004/1/29,USA,Athletics
KNIGHT-WISDOM Yona,1995/5/12,JAM,Diving
KNIPPING Arjan,1994/8/1,NED,Swimming
KNOLL Anabel,1996/4/10,GER,Triathlon
KNORR Juri,2000/5/9,GER,Handball
KNOTT Kristina Marie,1995/9/25,PHI,Athletics
KNOX Bronwen,1986/4/16,AUS,Water Polo
KNOX Finlay,2001/1/8,CAN,Swimming
KNUPPEL ARTAGAVEYTIA Dominique,1993/7/11,URU,Sailing
KNYSTAUTAS Mantas,1994/5/20,LTU,Wrestling
KO Jin Young,1995/7/7,KOR,Golf
KO Lydia,1997/4/24,NZL,Golf
KO Youngpyo,1991/9/16,KOR,Baseball/Softball
KOALA Marthe,1994/3/8,BUR,Athletics
KOBATA Mako,1992/8/15,JPN,Volleyball
KOBAYASHI Yuka,1994/1/18,JPN,Cycling Track
KOBLOVA Valeria,1992/10/9,ROC,Wrestling
KOBORI Waka,2000/8/10,JPN,Swimming
KOBRICH Kristel,1985/8/9,CHI,Swimming
KOBUS-ZAWOJSKA Agnieszka,1990/8/28,POL,Rowing
KOBZAR Igor,1991/4/13,ROC,Volleyball
KOCH Marc,1994/5/24,GER,Athletics
KOCH Marco,1990/1/25,GER,Swimming
KOCH Sophie,1997/10/4,GER,Canoe Sprint
KOCHANOWSKI Jakub,1997/7/17,POL,Volleyball
KOCHER Fabienne,1993/6/13,SUI,Judo
KOCHESOK Susana,1995/2/25,ROC,Trampoline Gymnastics
KOCHHANN Raquel,1992/10/6,BRA,Rugby Sevens
KOCHMAN Li,1995/4/18,ISR,Judo
KOCINA Anete,1996/2/5,LAT,Athletics
KODAMA Mei,1999/6/8,JPN,Athletics
KODIROVA Raykhona,1993/11/10,UZB,Boxing
KODISANG Kobamelo,1999/8/28,RSA,Football
KOECH John,1995/8/23,BRN,Athletics
KOECHLIN Thomas,1991/10/4,SUI,Canoe Slalom
KOENDERS Joanne,1997/2/28,NED,Water Polo
KOEPFER Dominik,1994/4/29,GER,Tennis
KOERSTZ MADSEN Nanna,1994/10/23,DEN,Golf
KOGA Sarina,1996/5/21,JPN,Volleyball
KOHLBACHER Jannik,1995/7/19,GER,Handball
KOHLER Kara,1991/1/20,USA,Rowing
KOHLER Sarah,1994/6/20,GER,Swimming
KOHLHOFF Paul,1995/6/26,GER,Sailing
KOHLSCHREIBER Philipp,1983/10/16,GER,Tennis
KOIDE Mifuyu,1995/12/21,JPN,Rugby Sevens
KOIDE Miku,1992/5/21,JPN,Water Polo
KOIKE Yuki,1995/5/13,JPN,Athletics
KOIZUMI Ibuki,1996/9/1,JPN,Sailing
KOJIC Frane Tomislav,1992/1/8,CRO,Table Tennis
KOK SHUN Alicia,2004/11/20,MRI,Swimming
KOK Tevin Michael,1996/10/20,RSA,Hockey
KOKAURI Ushangi,1992/1/10,AZE,Judo
KOKHAN Mykhaylo,2001/1/22,UKR,Athletics
KOKKALANIS Byron,1985/8/19,GRE,Sailing
KOKUMAI Sakura,1992/10/2,USA,Karate
KOLAK Sara,1995/6/22,CRO,Athletics
KOLASINAC Asmir,1984/10/15,SRB,Athletics
KOLESNICHENKO Svetlana,1993/9/20,ROC,Artistic Swimming
KOLESNIKOV Kliment,2000/7/9,ROC,Swimming
KOLIADENKO Iryna,1998/8/28,UKR,Wrestling
KOLJONEN Kalle,1994/2/26,FIN,Badminton
KOLO MUANI Randal,1998/12/5,FRA,Football
KOLOBOVA Violetta,1991/7/27,ROC,Fencing
KOLODIY Oleg,1993/3/16,UKR,Diving
KOLODZINSKI Pawel,1988/1/7,POL,Sailing
KOLOMVOS Christodoulos,1988/10/26,GRE,Water Polo
KOLOTHUM THODI Irfan,1990/2/8,IND,Athletics
KOLOZSVARY Mark,1995/9/4,USA,Baseball/Softball
KOMAR Polina,1999/11/4,ROC,Artistic Swimming
KOMINAMI Takuto,1995/7/26,JPN,Athletics
KOMISSAROV Sergei,1987/12/3,ROC,Sailing
KONANYKHINA Anna,2004/9/10,ROC,Diving
KONDE Nassira,1999/7/30,FRA,Rugby Sevens
KONDIROLLI Olt,2003/1/14,KOS,Swimming
KONDO Maharu,,JPN,
KONDO YOSHIDA Ai,1980/11/5,JPN,Sailing
KONDOH Kensuke,1993/8/9,JPN,Baseball/Softball
KONDRATEV Ilya,1990/3/27,ROC,Rowing
KONDRICZ Kata,1998/7/16,HUN,Fencing
KONG Heeyong,1996/12/11,KOR,Badminton
KONG Man Wai Vivian,1994/2/8,HKG,Fencing
KONIECZEK Alicja,1994/11/2,POL,Athletics
KONIECZEK Aneta,1997/6/8,POL,Athletics
KONING Josine,1995/9/2,NED,Hockey
KONISHI Anna,1996/5/10,JPN,Swimming
KONNAI Mitsunori,1996/3/14,JPN,Weightlifting
KONONENKO Valeriya,,UKR,
KONOTOP Kamila,2001/3/23,UKR,Weightlifting
KONRAD Patrick,1991/10/13,AUT,Cycling Road
KONSTANTINOU Dimitris,1988/6/8,CYP,Shooting
KONTAVEIT Anett,1995/12/24,EST,Tennis
KONTIDES Pavlos,1990/2/11,CYP,Sailing
KOOLEN Sanne Anne Leonie,1996/3/23,NED,Hockey
KOOLHAAS Ilse,1997/6/11,NED,Water Polo
KOOLHOF Wesley,1989/4/17,NED,Tennis
KOP Lize,1998/3/17,NED,Football
KOPASZ Balint,1997/6/20,HUN,Canoe Sprint
KOPECKY Lotte,1995/11/10,BEL,Cycling Road
KOPECKY Lotte,1995/11/10,BEL,Cycling Track
KOPP Leo,1998/5/23,GER,Athletics
KOPPU Harukiirario,1998/12/28,JPN,Water Polo
KOPRON Malwina,1994/11/16,POL,Athletics
KORA Salome,1994/6/8,SUI,Athletics
KORAKAKI Anna,1996/4/8,GRE,Shooting
KORBAJ BARRERA Nalek,1995/10/8,VEN,Boxing
KORDA Jessica,1993/2/27,USA,Golf
KORDA Nelly,1998/7/28,USA,Golf
KORETZKY Victor,1994/8/26,FRA,Cycling Mountain Bike
KORIR Emmanuel Kipkurui,1995/6/15,KEN,Athletics
KORKMAZ Salih,1997/1/1,TUR,Athletics
KOROBEYNIKOVA Larisa,1987/3/26,ROC,Fencing
KOROKNAI Mate,1993/1/13,HUN,Athletics
KOROLEVA Irina,1991/10/4,ROC,Volleyball
KOROSTYLOV Pavlo,1997/11/5,UKR,Shooting
KORPASI Balint,1987/3/30,HUN,Wrestling
KORREL Michael,1994/2/27,NED,Judo
KORSTANJE Nyls,1999/2/5,NED,Swimming
KORTE Annimari,1988/4/8,FIN,Athletics
KORZENIOWSKI Pawel,1985/7/9,POL,Swimming
KOS Hubert,2003/3/28,HUN,Swimming
KOSETSKAYA Evgeniya,1994/12/16,ROC,Badminton
KOSGEI Brigid,1994/2/20,KEN,Athletics
KOSONEN Silja,2002/12/16,FIN,Athletics
KOSTADINOVA Antoaneta,1986/1/17,BUL,Shooting
KOSTELECKY David,1975/5/12,CZE,Shooting
KOSTERINA Tatyana,1977/7/17,ROC,Equestrian
KOSTEVYCH Olena,1985/4/14,UKR,Shooting
KOSZEWSKA Karolina,1982/1/7,POL,Boxing
KOTSOIEV Zelym,1998/8/9,AZE,Judo
KOU Lei,1987/11/20,UKR,Table Tennis
KOUAME Christian,1997/12/6,CIV,Football
KOUAO Koffi,1998/5/20,CIV,Football
KOUASSI Eboue,1997/12/13,CIV,Football
KOUDINOV Mikhail,1991/6/23,NZL,Artistic Gymnastics
KOUMA Sebastien,1997/4/27,MLI,Swimming
KOUMI EL NOUR Sadam Suliman,1994/4/6,SUD,Athletics
KOUNTA Muhammad,1994/10/27,FRA,Athletics
KOUTSOYANOPULOS Giulia,2002/1/4,ITA,Baseball/Softball
KOVACOCY Marian,1984/9/17,SVK,Shooting
KOVACS Barbara,1993/7/26,HUN,Athletics
KOVACS Benedek,1998/5/18,HUN,Swimming
KOVACS Joe,1989/6/28,USA,Athletics
KOVACS Sarolta,1991/3/12,HUN,Modern Pentathlon
KOVACS Zsofia,2000/4/6,HUN,Artistic Gymnastics
KOVACS Zsofia,1988/2/7,HUN,Triathlon
KOVACSICS Aniko,1991/8/29,HUN,Handball
KOVALOV Stanislav,1991/8/20,UKR,Rowing
KOVAR Jiri,1989/4/10,ITA,Volleyball
KOVTUN Illia,2003/8/10,UKR,Artistic Gymnastics
KOWALCZUK Aleksandra,1996/12/18,POL,Taekwondo
KOWALCZYK Julia,1997/9/30,POL,Judo
KOWALSKI Jerzy,1988/2/23,POL,Rowing
KOWALUK Dariusz,1996/4/16,POL,Athletics
KOWPLOS Katarina Rose,2001/10/5,AUS,Shooting
KOZAK Danuta,1987/1/11,HUN,Canoe Sprint
KOZAK Luca,1996/6/1,HUN,Athletics
KOZAKIEWICZ Jan,1996/2/24,POL,Swimming
KOZENIESKY Lucas,1995/5/31,USA,Shooting
KOZIK Yulia,1997/2/17,ROC,3x3 Basketball
KOZMA Dominik,1991/4/10,HUN,Swimming
KOZOROG Alja,1996/12/17,SLO,Canoe Slalom
KOZUBEK Matej,1996/5/11,CZE,Marathon Swimming
KOZUCH Margareta,1986/10/30,GER,Beach Volleyball
KOZUKA Miki,1996/1/13,JPN,Hockey
KOZUL Deni,1997/3/18,SLO,Table Tennis
KOZYREV Sergei,2002/9/18,ROC,Wrestling
KRAFZIK Carolina,1995/3/27,GER,Athletics
KRAJEWSKI Julia,1988/10/22,GER,Equestrian
KRAJICEK Austin,1990/6/16,USA,Tennis
KRAJISNIK Tina,1991/1/12,SRB,Basketball
KRALJEV Milka,1982/11/8,ARG,Rowing
KRAMARENKO Yana,2002/6/11,ISR,Rhythmic Gymnastics
KRAMER Andreas,1997/4/13,SWE,Athletics
KRAMER Mathilde U.,1993/3/15,DEN,Athletics
KRAMPL Mia,2000/7/21,SLO,Sport Climbing
KRASILNIKOV Viacheslav,1991/4/28,ROC,Beach Volleyball
KRASKA Jakub,2000/4/19,POL,Swimming
KRASNIQI Distria,1995/12/10,KOS,Judo
KRASNYKH Aleksandr,1995/6/19,ROC,Swimming
KRASTEVA Stoyka Zhelyazkova,1985/9/18,BUL,Boxing
KRAUSE Gesa Felicitas,1992/8/3,GER,Athletics
KRAUSZ Gergely,1993/12/25,HUN,Badminton
KRAUT Laura,1965/11/14,USA,Equestrian
KRAVCENOKA Anastasija,1997/1/19,LAT,Beach Volleyball
KRAVCHENKO Zoya,1999/5/24,KAZ,Shooting
KRAWIETZ Kevin,1992/1/24,GER,Tennis
KREISS Fanni,1989/4/12,HUN,Fencing
KREJCIKOVA Barbora,1995/12/18,CZE,Tennis
KRETZ Amelie,1993/5/19,CAN,Triathlon
KRIMI Khadija,1995/8/18,TUN,Rowing
KRISHAN Vikas,1992/2/10,IND,Boxing
KRISTIANSEN Veronica,1990/7/10,NOR,Handball
KRITININA Natalya,2001/1/6,UZB,Swimming
KRIZSAN Xenia,1993/1/13,HUN,Athletics
KROEGER Mieke,1993/7/18,GER,Cycling Track
KROMMENHOEK Guillaume,1992/7/11,NED,Rowing
KROMOWIDJOJO Ranomi,1990/8/20,NED,Swimming
KROPPEN Michelle,1996/4/19,GER,Archery
KRPALEK Lukas,1990/11/15,CZE,Judo
KRSEK Matej,2000/5/13,CZE,Athletics
KRSSAKOVA Magdalena,1994/3/3,AUT,Judo
KRUEGER Casey,1990/8/23,USA,Football
KRUEGER Stephan,1988/11/29,GER,Rowing
KRUKOWSKI Marcin,1992/6/14,POL,Athletics
KRUMINS Edgars,1985/10/16,LAT,3x3 Basketball
KRUMINS Susan,1986/7/8,NED,Athletics
KRUNIC Aleksandra,1993/3/15,SRB,Tennis
KRUPECKAITE Simona,1982/12/13,LTU,Cycling Track
KRUSE Max,1988/3/19,GER,Football
KRUTH Carina Cassoe,1984/7/27,DEN,Equestrian
KRYVYTSKA Olena,1987/2/23,UKR,Fencing
KRZEWINA Jakub,1989/10/10,POL,Athletics
KUBANYCHBEKOVA Kanykei,1999/9/30,KGZ,Shooting
KUBIAK Michal,1988/2/23,POL,Volleyball
KUBIS Lukas,2000/1/31,SVK,Cycling Road
KUBO Takefusa,2001/6/4,JPN,Football
KUBOT Lukasz,1982/5/16,POL,Tennis
KUBOTA Manaka,1996/7/9,JPN,Canoe Sprint
KUBOVA Simona,1991/8/24,CZE,Swimming
KUCZERA Piotr,1995/2/25,POL,Judo
KUDASHEV Aleksandr,1995/12/5,ROC,Swimming
KUDERMETOVA Veronika,1997/4/24,ROC,Tennis
KUDLA Denis Maksymilian,1994/12/24,GER,Wrestling
KUDO Kyoko,2001/2/10,JPN,Water Polo
KUDUS Merhawi,1994/1/23,ERI,Cycling Road
KUECHLER Hannah,2002/4/20,GER,Swimming
KUEHN Julius,,GER,
KUENG Stefan,1993/11/16,SUI,Cycling Road
KUF Jan,1991/5/11,CZE,Modern Pentathlon
KUIPERS Natalia Jean,2002/6/13,ISV,Swimming
KUIVISTO Sara,1991/8/17,FIN,Athletics
KUKA Loriana,1997/4/5,KOS,Judo
KUKINA Marina,1993/8/22,ROC,Rugby Sevens
KUKLINOVSKA Liudmyla,1998/1/4,UKR,Canoe Sprint
KUKOLJ Aleksandar,1991/9/9,SRB,Judo
KUKRLE Michael,1994/11/17,CZE,Cycling Road
KUKUK Christian,,GER,
KUKUSHKIN Mikhail,1987/12/26,KAZ,Tennis
KULAGINA Daria,1999/3/3,BLR,Artistic Swimming
KULIASHOVA Anastasiya,2001/11/30,BLR,Swimming
KULIKOV Alexandr,1997/10/26,KAZ,Canoe Slalom
KULISH Serhiy,1993/4/17,UKR,Shooting
KULLBERG Emma,1991/9/25,SWE,Football
KULLMANN Leonie Marlen,1999/8/26,GER,Swimming
KUMAGAI Saki,,JPN,
KUMAHARA Caroline,1995/7/27,BRA,Table Tennis
KUMANAN Nethra,1997/8/21,IND,Sailing
KUMAR Ashish,1994/7/18,IND,Boxing
KUMAR Deepak,1987/11/5,IND,Shooting
KUMAR Nikhil,,USA,
KUMAR Sandeep,1986/5/1,IND,Athletics
KUMAR Satish,1989/5/4,IND,Boxing
KUMAR Surender,,IND,
KUMAR Varun,1995/7/25,IND,Hockey
KUMARI Deepika,1994/6/13,IND,Archery
KUNAIYI-AKPANAH Pallas,1997/7/12,NGR,Basketball
KUNDANANJI Racheal,2000/6/3,ZAM,Football
KUNDU Agripina Khayesi,1993/4/24,KEN,Volleyball
KUNKABAYEV Kamshybek,1991/11/18,KAZ,Boxing
KUNZ Annie,1993/2/16,USA,Athletics
KUNZANG Lenchu,1992/2/10,BHU,Shooting
KUNZE Kahena,1991/3/12,BRA,Sailing
KUO Hsing-Chun,1993/11/26,TPE,Weightlifting
KUOSMANEN Elias,1995/9/2,FIN,Wrestling
KURACHKINA Iryna,1994/6/17,BLR,Wrestling
KURBANOV Ruslan,1993/2/10,UZB,Athletics
KURBANOV Ruslan,1991/9/17,KAZ,Fencing
KUREK Bartosz,1988/8/29,POL,Volleyball
KURIBAYASHI Ryoji,1996/7/9,JPN,Baseball/Softball
KURIHARA Ryoya,1996/7/4,JPN,Baseball/Softball
KURIKOVA Petra,1991/11/25,CZE,Triathlon
KURKAEV Ilyas,1994/1/18,ROC,Volleyball
KUROCHKINA Ekaterina,1994/6/25,ROC,Rowing
KUROGI Riho,1998/5/2,JPN,Rugby Sevens
KUROGO Ai,1998/6/14,JPN,Volleyball
KUROKAWA Kazuki,2001/6/17,JPN,Athletics
KURTBAY Sinem,1991/5/24,FIN,Sailing
KUS Nafia,1995/2/20,TUR,Taekwondo
KUSCH Marius,1993/5/5,GER,Swimming
KUSTERER Sabine Beate,1991/1/4,GER,Weightlifting
KUUBA Kristin,1997/2/15,EST,Badminton
KUUSELA Toni,1994/1/21,FIN,Athletics
KUWORGE Enzo Kofi,2001/8/31,NED,Weightlifting
KUZAKHMETOV Artem,1995/2/19,ROC,Canoe Sprint
KUZIUTINA Natalia,1989/5/8,ROC,Judo
KUZNETSOV Evgenii,,ROC,
KUZNETSOVA Polina,1987/6/10,ROC,Handball
KVESIC Ivan,1996/10/13,CRO,Karate
KVITOVA Petra,1990/3/8,CZE,Tennis
KWAK Junghye,1986/11/19,KOR,Shooting
KWASNA Magdalena,1998/3/31,POL,Sailing
KWAYIE Lisa Marie,1996/10/27,GER,Athletics
KWEMOI Rodgers,1998/3/3,KEN,Athletics
KWEON Youngjun,1987/3/29,KOR,Fencing
KWIATKOWSKI Michal,1990/6/2,POL,Cycling Road
KWON Changhoon,1994/6/30,KOR,Football
KWON Eunji,2002/12/13,KOR,Shooting
KWON Halim,1999/3/2,KOR,Diving
KWON Soonwoo,1997/12/2,KOR,Tennis
KYLYPKO Maryna,1995/11/10,UKR,Athletics
KYNIGAKIS Athanasios,1998/8/21,GRE,Marathon Swimming
KYOGOKU Okina,2001/10/20,JPN,Artistic Swimming
KYRIAKOPOULOU Nikoleta,1986/3/21,GRE,Athletics
KYRIDOU Anneta,1998/10/30,GRE,Rowing
KYRIDOU Maria,,GRE,
la CRUZ Julio,1989/8/11,CUB,Boxing
la ROCHE Shae,1992/9/3,CAN,Water Polo
LAARAJ Nada,2000/9/2,MAR,Taekwondo
LABBE Stephanie,1986/10/10,CAN,Football
LABOUS Juliette,1998/11/4,FRA,Cycling Road
LABROUSSE Lea,1997/4/6,FRA,Trampoline Gymnastics
LACATENA Alexia,2002/10/21,ITA,Baseball/Softball
LACH Marta,1997/5/26,POL,Cycling Road
LACK Rachel,1994/8/15,AUS,Baseball/Softball
LACOSTE Sokhna,2000/8/25,FRA,Athletics
LACRABERE Alexandra,1987/4/27,FRA,Handball
LACRUZ Enrico,1993/8/31,NED,Boxing
LAFOND Thea,1994/4/5,DMA,Athletics
LAFONT Marie-Zelia,1987/1/9,FRA,Canoe Slalom
LAGAB Azzedine,1986/9/18,ALG,Cycling Road
LAGAN Alexis,1993/1/25,USA,Shooting
LAGARDE Romain,1997/3/5,FRA,Handball
LAGE Andres,1991/11/27,VEN,Sailing
LAGERGREN Albin,1992/9/11,SWE,Handball
LAGERQUIST Anna,1993/10/16,SWE,Handball
LAGHOUAG Karim Florent,1975/8/4,FRA,Equestrian
LAHIRI Anirban,1987/6/29,IND,Golf
LAHOULOU Abdelmalik,1992/5/7,ALG,Athletics
LAHTI Sarah,1995/2/18,SWE,Athletics
LAINEZ Diego,2000/6/9,MEX,Football
LAITAROVSKY Michael,1999/8/15,ISR,Swimming
LAKE Morgan,1997/5/12,GBR,Athletics
LAKKA Elmo,1993/4/10,FIN,Athletics
LAKRA Birendra,,IND,
LAL JAT Arjun,1997/2/7,IND,Rowing
LALONDE Genevieve,1991/9/5,CAN,Athletics
LALOVA-COLLIO Ivet,1984/5/18,BUL,Athletics
LALREMSIAMI,2000/3/30,IND,Hockey
LAM Siu Hang,,HKG,
LAM Timothy,1997/8/24,USA,Badminton
LAMBE Eimear,1997/8/11,IRL,Rowing
LAMBRIEX Bart,1998/10/3,NED,Sailing
LAMDASSEM Ayad,1981/10/11,ESP,Athletics
LAMOLLE Mathilde,1997/4/7,FRA,Shooting
LAMON Francesco,1994/2/5,ITA,Cycling Track
LAMOTE Renelle,1993/12/26,FRA,Athletics
LAMOUREUX Jay,1995/8/13,CAN,Cycling Track
LAMPELA Elina,1998/2/18,FIN,Athletics
LAMSFUSS Mark,1994/4/19,GER,Badminton
LAN Minghao,1996/8/28,CHN,Fencing
LANDALE Jock,1995/10/25,AUS,Basketball
LANDAZURI Marizol,1991/6/13,ECU,Athletics
LANDERNEAU Melvin,1997/9/28,FRA,Cycling Track
LANDIN Magnus,1995/8/20,DEN,Handball
LANDIN Niklas,1988/12/19,DEN,Handball
LANDOLSI Nihel,1995/7/1,TUN,Judo
LANDOULSI Nouha,1998/5/5,TUN,Weightlifting
LANDRY Ghislaine,1988/4/27,CAN,Rugby Sevens
LANE Ben,1997/7/13,GBR,Badminton
LANE Sam,1997/4/30,NZL,Hockey
LANG Salome,1997/11/18,SUI,Athletics
LANGARO Haniel,1995/3/7,BRA,Handball
LANGASQUE Romain,1995/5/18,FRA,Golf
LANGAT Weldon,1998/2/24,KEN,Athletics
LANGE Santiago Raul,1961/9/22,ARG,Sailing
LANGE Tobias,1993/12/29,GER,Athletics
LANGEHANENBERG Helen,1982/5/21,GER,Equestrian
LANGERFELD Kai,1987/7/5,CAN,Rowing
LANGLOIS Andreanne,1993/4/1,CAN,Canoe Sprint
LANGREHR Rebecca,1998/4/4,GER,Modern Pentathlon
LANIR Inbar,2000/4/3,ISR,Judo
LANSIQUOT Imani,1997/12/17,GBR,Athletics
LANZA Vinicius,1997/3/22,BRA,Swimming
LANZI Asia,2002/1/9,ITA,Skateboarding
LAPPA Natasa,2001/10/2,CYP,Sailing
LAPPAGE Danielle Suzanne,1990/9/24,CAN,Wrestling
LAPROVITTOLA Nicolas,1990/1/31,ARG,Basketball
LARA Che,2000/2/16,TTO,Athletics
LARA Francisca,1990/7/29,CHI,Football
LARA Krystal,1998/3/18,DOM,Swimming
LARARAUDEUSE Jeremie,2001/3/31,MRI,Athletics
LARCHERON Madeleine,2006/1/24,FRA,Skateboarding
LARIN Vladislav,1995/10/7,ROC,Taekwondo
LARKIN Mitch,1993/7/9,AUS,Swimming
LAROCCA Jose Maria Jr,1969/1/1,ARG,Equestrian
LARROQUE Koumba,1998/8/22,FRA,Wrestling
LARSEN Henrik,1997/9/8,NOR,Shooting
LARSEN Niklas,1997/3/22,DEN,Cycling Track
LARSON Jordan,1986/10/16,USA,Volleyball
LARUMBE GONFAUS Marc,1994/5/30,ESP,Water Polo
LASA Emiliano,1990/1/25,URU,Athletics
LASITSKENE Mariya,1993/1/14,ROC,Athletics
LASMANIS Karlis,1994/4/8,LAT,3x3 Basketball
LASSOURCE Coralie,1992/9/1,FRA,Handball
LATTIMER Maxwell,1993/7/14,CAN,Rowing
LATYPOV Danis,1990/9/28,BRN,Boxing
LAU Mo Sheung Grace,1991/10/19,HKG,Karate
LAUGHER Jack,1995/1/30,GBR,Diving
LAUNAY Antoine,1993/6/28,POR,Canoe Slalom
LAURENSON Cameron Bain,1998/4/28,RSA,Water Polo
LAURIE Katie,1986/5/29,AUS,Equestrian
LAURIN Althea,2001/9/1,FRA,Taekwondo
LAUS Camille,1993/5/23,BEL,Athletics
LAVARNWAY Ryan,1987/8/7,ISR,Baseball/Softball
LAVELLE Rose,1995/5/14,USA,Football
LAVERY Nicholas,1998/7/1,AUS,Rowing
LAVEY Tess,1993/3/29,AUS,Basketball
LAVIA Daniele,1999/11/4,ITA,Volleyball
LAVICKY Karel,1985/11/8,CZE,Sailing
LAVILLENIE Renaud,1986/9/18,FRA,Athletics
LAVILLENIE Valentin,1991/7/16,FRA,Athletics
LAVIN Sarah,1994/5/28,IRL,Athletics
LAVINE Zach,1995/3/10,USA,Basketball
LAVREYSEN Harrie,1997/3/14,NED,Cycling Track
LAVROVA Anastassiya,1995/7/26,KAZ,Table Tennis
LAWLER Marcus,1995/2/28,IRL,Athletics
LAWRENCE Ashley,1995/6/11,CAN,Football
LAWRENCE Shadae,1995/12/31,JAM,Athletics
LAWRIE Danielle,1987/4/11,CAN,Baseball/Softball
LAWSON Nathan,1999/1/23,AUS,Rugby Sevens
LAWTON Amy Rose,2002/1/19,AUS,Hockey
LAY Jian Fang,1973/3/6,AUS,Table Tennis
LAYNE Kelly,1975/5/14,AUS,Equestrian
LAZAREV Aiaal,1986/3/19,KGZ,Wrestling
LAZAREVA Anna,1997/1/31,ROC,Volleyball
LAZCANO Julieta Constanza,1989/7/25,ARG,Volleyball
